localfile	test	errors
00001199.tmp	Test3	4
00001199.tmp	Test4	9
00001200.tmp	Test0	0
00001200.tmp	Test1	4
00001200.tmp	Test2	8
00001200.tmp	Test3	12
00001200.tmp	Test4	1
00001201.tmp	Test0	0
00001201.tmp	Test1	16
00001201.tmp	Test2	10
00001201.tmp	Test3	4
00001201.tmp	Test4	20
00001202.tmp	Test0	0
00001202.tmp	Test1	7
00001202.tmp	Test2	14
00001202.tmp	Test3	21
00001202.tmp	Test4	6
00001203.tmp	Test0	0
00001203.tmp	Test1	4
00001203.tmp	Test2	8
00001203.tmp	Test3	12
00001203.tmp	Test4	1
00001204.tmp	Test0	0
00001204.tmp	Test1	5
00001204.tmp	Test2	1
00001204.tmp	Test3	6
00001204.tmp	Test4	2
00001205.tmp	Test0	0
00001205.tmp	Test1	14
00001205.tmp	Test2	4
00001205.tmp	Test3	18
00001205.tmp	Test4	8
00001206.tmp	Test0	0
00001206.tmp	Test1	7
00001206.tmp	Test2	5
00001206.tmp	Test3	3
00001206.tmp	Test4	1
00001207.tmp	Test0	0
00001207.tmp	Test1	1
00001207.tmp	Test2	2
00001207.tmp	Test3	3
00001207.tmp	Test4	4
00001208.tmp	Test0	0
00001208.tmp	Test1	16
00001208.tmp	Test2	11
00001208.tmp	Test3	6
00001208.tmp	Test4	1
00001209.tmp	Test0	0
00001209.tmp	Test1	0
00001209.tmp	Test2	0
00001209.tmp	Test3	0
00001209.tmp	Test4	0
00001210.tmp	Test0	0
00001210.tmp	Test1	5
00001210.tmp	Test2	10
00001210.tmp	Test3	3
00001210.tmp	Test4	8
00001211.tmp	Test0	0
00001211.tmp	Test1	7
00001211.tmp	Test2	5
00001211.tmp	Test3	3
00001211.tmp	Test4	1
00001212.tmp	Test0	0
00001212.tmp	Test1	4
00001212.tmp	Test2	3
00001212.tmp	Test3	2
00001212.tmp	Test4	1
00001213.tmp	Test0	0
00001213.tmp	Test1	1
00001213.tmp	Test2	2
00001213.tmp	Test3	0
00001213.tmp	Test4	1
00001214.tmp	Test0	0
00001214.tmp	Test1	6
00001214.tmp	Test2	5
00001214.tmp	Test3	4
00001214.tmp	Test4	3
00001215.tmp	Test0	0
00001215.tmp	Test1	11
00001215.tmp	Test2	10
00001215.tmp	Test3	9
00001215.tmp	Test4	8
00001216.tmp	Test0	0
00001216.tmp	Test1	7
00001216.tmp	Test2	0
00001216.tmp	Test3	7
00001216.tmp	Test4	0
00001217.tmp	Test0	0
00001217.tmp	Test1	9
00001217.tmp	Test2	18
00001217.tmp	Test3	8
00001217.tmp	Test4	17
00001218.tmp	Test0	0
00001218.tmp	Test1	1
00001218.tmp	Test2	2
00001218.tmp	Test3	3
00001218.tmp	Test4	4
00001219.tmp	Test0	0
00001219.tmp	Test1	1
00001219.tmp	Test2	0
00001219.tmp	Test3	1
00001219.tmp	Test4	0
00001220.tmp	Test0	0
00001220.tmp	Test1	19
00001220.tmp	Test2	14
00001220.tmp	Test3	9
00001220.tmp	Test4	4
00001221.tmp	Test0	0
00001221.tmp	Test1	5
00001221.tmp	Test2	10
00001221.tmp	Test3	2
00001221.tmp	Test4	7
00001222.tmp	Test0	0
00001222.tmp	Test1	7
00001222.tmp	Test2	14
00001222.tmp	Test3	1
00001222.tmp	Test4	8
00001223.tmp	Test0	0
00001223.tmp	Test1	12
00001223.tmp	Test2	24
00001223.tmp	Test3	10
00001223.tmp	Test4	22
00001224.tmp	Test0	0
00001224.tmp	Test1	27
00001224.tmp	Test2	26
00001224.tmp	Test3	25
00001224.tmp	Test4	24
00001225.tmp	Test0	0
00001225.tmp	Test1	7
00001225.tmp	Test2	14
00001225.tmp	Test3	5
00001225.tmp	Test4	12
00001226.tmp	Test0	0
00001226.tmp	Test1	1
00001226.tmp	Test2	0
00001226.tmp	Test3	1
00001226.tmp	Test4	0
00001227.tmp	Test0	0
00001227.tmp	Test1	2
00001227.tmp	Test2	4
00001227.tmp	Test3	6
00001227.tmp	Test4	8
00001228.tmp	Test0	0
00001228.tmp	Test1	14
00001228.tmp	Test2	9
00001228.tmp	Test3	4
00001228.tmp	Test4	18
00001229.tmp	Test0	0
00001229.tmp	Test1	8
00001229.tmp	Test2	7
00001229.tmp	Test3	6
00001229.tmp	Test4	5
00001230.tmp	Test0	0
00001230.tmp	Test1	0
00001230.tmp	Test2	0
00001230.tmp	Test3	0
00001230.tmp	Test4	0
00001231.tmp	Test0	0
00001231.tmp	Test1	1
00001231.tmp	Test2	2
00001231.tmp	Test3	3
00001231.tmp	Test4	4
00001232.tmp	Test0	0
00001232.tmp	Test1	3
00001232.tmp	Test2	0
00001232.tmp	Test3	3
00001232.tmp	Test4	0
00001233.tmp	Test0	0
00001233.tmp	Test1	7
00001233.tmp	Test2	14
00001233.tmp	Test3	21
00001233.tmp	Test4	1
00001234.tmp	Test0	0
00001234.tmp	Test1	12
00001234.tmp	Test2	11
00001234.tmp	Test3	10
00001234.tmp	Test4	9
00001235.tmp	Test0	0
00001235.tmp	Test1	4
00001235.tmp	Test2	8
00001235.tmp	Test3	12
00001235.tmp	Test4	16
00001236.tmp	Test0	0
00001236.tmp	Test1	15
00001236.tmp	Test2	3
00001236.tmp	Test3	18
00001236.tmp	Test4	6
00001237.tmp	Test0	0
00001237.tmp	Test1	4
00001237.tmp	Test2	8
00001237.tmp	Test3	1
00001237.tmp	Test4	5
00001238.tmp	Test0	0
00001238.tmp	Test1	18
00001238.tmp	Test2	12
00001238.tmp	Test3	6
00001238.tmp	Test4	0
00001239.tmp	Test0	0
00001239.tmp	Test1	4
00001239.tmp	Test2	8
00001239.tmp	Test3	12
00001239.tmp	Test4	3
00001240.tmp	Test0	0
00001240.tmp	Test1	1
00001240.tmp	Test2	2
00001240.tmp	Test3	3
00001240.tmp	Test4	4
00001241.tmp	Test0	0
00001241.tmp	Test1	1
00001241.tmp	Test2	2
00001241.tmp	Test3	3
00001241.tmp	Test4	4
00001242.tmp	Test0	0
00001242.tmp	Test1	10
00001242.tmp	Test2	9
00001242.tmp	Test3	8
00001242.tmp	Test4	7
00001243.tmp	Test0	0
00001243.tmp	Test1	9
00001243.tmp	Test2	2
00001243.tmp	Test3	11
00001243.tmp	Test4	4
00001244.tmp	Test0	0
00001244.tmp	Test1	9
00001244.tmp	Test2	2
00001244.tmp	Test3	11
00001244.tmp	Test4	4
00001245.tmp	Test0	0
00001245.tmp	Test1	2
00001245.tmp	Test2	4
00001245.tmp	Test3	6
00001245.tmp	Test4	8
00001246.tmp	Test0	0
00001246.tmp	Test1	14
00001246.tmp	Test2	7
00001246.tmp	Test3	0
00001246.tmp	Test4	14
00001247.tmp	Test0	0
00001247.tmp	Test1	16
00001247.tmp	Test2	13
00001247.tmp	Test3	10
00001247.tmp	Test4	7
00001248.tmp	Test0	0
00001248.tmp	Test1	7
00001248.tmp	Test2	14
00001248.tmp	Test3	2
00001248.tmp	Test4	9
00001249.tmp	Test0	0
00001249.tmp	Test1	23
00001249.tmp	Test2	21
00001249.tmp	Test3	19
00001249.tmp	Test4	17
00001250.tmp	Test0	0
00001250.tmp	Test1	5
00001250.tmp	Test2	2
00001250.tmp	Test3	7
00001250.tmp	Test4	4
00001251.tmp	Test0	0
00001251.tmp	Test1	0
00001251.tmp	Test2	0
00001251.tmp	Test3	0
00001251.tmp	Test4	0
00001252.tmp	Test0	0
00001252.tmp	Test1	9
00001252.tmp	Test2	1
00001252.tmp	Test3	10
00001252.tmp	Test4	2
00001253.tmp	Test0	0
00001253.tmp	Test1	0
00001253.tmp	Test2	0
00001253.tmp	Test3	0
00001253.tmp	Test4	0
00001254.tmp	Test0	0
00001254.tmp	Test1	17
00001254.tmp	Test2	8
00001254.tmp	Test3	25
00001254.tmp	Test4	16
00001255.tmp	Test0	0
00001255.tmp	Test1	12
00001255.tmp	Test2	6
00001255.tmp	Test3	0
00001255.tmp	Test4	12
00001256.tmp	Test0	0
00001256.tmp	Test1	14
00001256.tmp	Test2	12
00001256.tmp	Test3	10
00001256.tmp	Test4	8
00001257.tmp	Test0	0
00001257.tmp	Test1	12
00001257.tmp	Test2	1
00001257.tmp	Test3	13
00001257.tmp	Test4	2
00001258.tmp	Test0	0
00001258.tmp	Test1	20
00001258.tmp	Test2	12
00001258.tmp	Test3	4
00001258.tmp	Test4	24
00001259.tmp	Test0	0
00001259.tmp	Test1	23
00001259.tmp	Test2	22
00001259.tmp	Test3	21
00001259.tmp	Test4	20
00001260.tmp	Test0	0
00001260.tmp	Test1	2
00001260.tmp	Test2	4
00001260.tmp	Test3	0
00001260.tmp	Test4	2
00001261.tmp	Test0	0
00001261.tmp	Test1	11
00001261.tmp	Test2	4
00001261.tmp	Test3	15
00001261.tmp	Test4	8
00001262.tmp	Test0	0
00001262.tmp	Test1	0
00001262.tmp	Test2	0
00001262.tmp	Test3	0
00001262.tmp	Test4	0
00001263.tmp	Test0	0
00001263.tmp	Test1	21
00001263.tmp	Test2	15
00001263.tmp	Test3	9
00001263.tmp	Test4	3
00001264.tmp	Test0	0
00001264.tmp	Test1	5
00001264.tmp	Test2	10
00001264.tmp	Test3	15
00001264.tmp	Test4	0
00001265.tmp	Test0	0
00001265.tmp	Test1	12
00001265.tmp	Test2	5
00001265.tmp	Test3	17
00001265.tmp	Test4	10
00001266.tmp	Test0	0
00001266.tmp	Test1	0
00001266.tmp	Test2	0
00001266.tmp	Test3	0
00001266.tmp	Test4	0
00001267.tmp	Test0	0
00001267.tmp	Test1	8
00001267.tmp	Test2	6
00001267.tmp	Test3	4
00001267.tmp	Test4	2
00001268.tmp	Test0	0
00001268.tmp	Test1	2
00001268.tmp	Test2	4
00001268.tmp	Test3	6
00001268.tmp	Test4	8
00001269.tmp	Test0	0
00001269.tmp	Test1	10
00001269.tmp	Test2	20
00001269.tmp	Test3	6
00001269.tmp	Test4	16
00001270.tmp	Test0	0
00001270.tmp	Test1	17
00001270.tmp	Test2	15
00001270.tmp	Test3	13
00001270.tmp	Test4	11
00001271.tmp	Test0	0
00001271.tmp	Test1	9
00001271.tmp	Test2	2
00001271.tmp	Test3	11
00001271.tmp	Test4	4
00001272.tmp	Test0	0
00001272.tmp	Test1	2
00001272.tmp	Test2	1
00001272.tmp	Test3	0
00001272.tmp	Test4	2
00001273.tmp	Test0	0
00001273.tmp	Test1	14
00001273.tmp	Test2	11
00001273.tmp	Test3	8
00001273.tmp	Test4	5
00001274.tmp	Test0	0
00001274.tmp	Test1	18
00001274.tmp	Test2	15
00001274.tmp	Test3	12
00001274.tmp	Test4	9
00001275.tmp	Test0	0
00001275.tmp	Test1	1
00001275.tmp	Test2	2
00001275.tmp	Test3	3
00001275.tmp	Test4	4
00001276.tmp	Test0	0
00001276.tmp	Test1	10
00001276.tmp	Test2	2
00001276.tmp	Test3	12
00001276.tmp	Test4	4
00001277.tmp	Test0	0
00001277.tmp	Test1	7
00001277.tmp	Test2	14
00001277.tmp	Test3	21
00001277.tmp	Test4	6
00001278.tmp	Test0	0
00001278.tmp	Test1	16
00001278.tmp	Test2	10
00001278.tmp	Test3	4
00001278.tmp	Test4	20
00001279.tmp	Test0	0
00001279.tmp	Test1	0
00001279.tmp	Test2	0
00001279.tmp	Test3	0
00001279.tmp	Test4	0
00001280.tmp	Test0	0
00001280.tmp	Test1	13
00001280.tmp	Test2	8
00001280.tmp	Test3	3
00001280.tmp	Test4	16
00001281.tmp	Test0	0
00001281.tmp	Test1	3
00001281.tmp	Test2	2
00001281.tmp	Test3	1
00001281.tmp	Test4	0
00001282.tmp	Test0	0
00001282.tmp	Test1	16
00001282.tmp	Test2	15
00001282.tmp	Test3	14
00001282.tmp	Test4	13
00001283.tmp	Test0	0
00001283.tmp	Test1	2
00001283.tmp	Test2	4
00001283.tmp	Test3	6
00001283.tmp	Test4	1
00001284.tmp	Test0	0
00001284.tmp	Test1	13
00001284.tmp	Test2	9
00001284.tmp	Test3	5
00001284.tmp	Test4	1
00001285.tmp	Test0	0
00001285.tmp	Test1	10
00001285.tmp	Test2	6
00001285.tmp	Test3	2
00001285.tmp	Test4	12
00001286.tmp	Test0	0
00001286.tmp	Test1	8
00001286.tmp	Test2	16
00001286.tmp	Test3	24
00001286.tmp	Test4	6
00001287.tmp	Test0	0
00001287.tmp	Test1	2
00001287.tmp	Test2	1
00001287.tmp	Test3	0
00001287.tmp	Test4	2
00001288.tmp	Test0	0
00001288.tmp	Test1	3
00001288.tmp	Test2	6
00001288.tmp	Test3	9
00001288.tmp	Test4	12
00001289.tmp	Test0	0
00001289.tmp	Test1	4
00001289.tmp	Test2	2
00001289.tmp	Test3	0
00001289.tmp	Test4	4
00001290.tmp	Test0	0
00001290.tmp	Test1	0
00001290.tmp	Test2	0
00001290.tmp	Test3	0
00001290.tmp	Test4	0
00001291.tmp	Test0	0
00001291.tmp	Test1	0
00001291.tmp	Test2	0
00001291.tmp	Test3	0
00001291.tmp	Test4	0
00001292.tmp	Test0	0
00001292.tmp	Test1	6
00001292.tmp	Test2	4
00001292.tmp	Test3	2
00001292.tmp	Test4	0
00001293.tmp	Test0	0
00001293.tmp	Test1	14
00001293.tmp	Test2	12
00001293.tmp	Test3	10
00001293.tmp	Test4	8
00001294.tmp	Test0	0
00001294.tmp	Test1	6
00001294.tmp	Test2	3
00001294.tmp	Test3	0
00001294.tmp	Test4	6
00001295.tmp	Test0	0
00001295.tmp	Test1	8
00001295.tmp	Test2	7
00001295.tmp	Test3	6
00001295.tmp	Test4	5
00001296.tmp	Test0	0
00001296.tmp	Test1	22
00001296.tmp	Test2	19
00001296.tmp	Test3	16
00001296.tmp	Test4	13
00001297.tmp	Test0	0
00001297.tmp	Test1	4
00001297.tmp	Test2	8
00001297.tmp	Test3	12
00001297.tmp	Test4	3
00001298.tmp	Test0	0
00001298.tmp	Test1	10
00001298.tmp	Test2	2
00001298.tmp	Test3	12
00001298.tmp	Test4	4
00001299.tmp	Test0	0
00001299.tmp	Test1	3
00001299.tmp	Test2	2
00001299.tmp	Test3	1
00001299.tmp	Test4	0
00001300.tmp	Test0	0
00001300.tmp	Test1	19
00001300.tmp	Test2	18
00001300.tmp	Test3	17
00001300.tmp	Test4	16
00001301.tmp	Test0	0
00001301.tmp	Test1	1
00001301.tmp	Test2	2
00001301.tmp	Test3	3
00001301.tmp	Test4	4
00001302.tmp	Test0	0
00001302.tmp	Test1	2
00001302.tmp	Test2	4
00001302.tmp	Test3	6
00001302.tmp	Test4	8
00001303.tmp	Test0	0
00001303.tmp	Test1	3
00001303.tmp	Test2	6
00001303.tmp	Test3	9
00001303.tmp	Test4	12
00001304.tmp	Test0	0
00001304.tmp	Test1	13
00001304.tmp	Test2	9
00001304.tmp	Test3	5
00001304.tmp	Test4	1
00001305.tmp	Test0	0
00001305.tmp	Test1	5
00001305.tmp	Test2	10
00001305.tmp	Test3	15
00001305.tmp	Test4	20
00001306.tmp	Test0	0
00001306.tmp	Test1	18
00001306.tmp	Test2	14
00001306.tmp	Test3	10
00001306.tmp	Test4	6
00001307.tmp	Test0	0
00001307.tmp	Test1	0
00001307.tmp	Test2	0
00001307.tmp	Test3	0
00001307.tmp	Test4	0
00001308.tmp	Test0	0
00001308.tmp	Test1	15
00001308.tmp	Test2	10
00001308.tmp	Test3	5
00001308.tmp	Test4	0
00001309.tmp	Test0	0
00001309.tmp	Test1	6
00001309.tmp	Test2	12
00001309.tmp	Test3	18
00001309.tmp	Test4	3
00001310.tmp	Test0	0
00001310.tmp	Test1	0
00001310.tmp	Test2	0
00001310.tmp	Test3	0
00001310.tmp	Test4	0
00001311.tmp	Test0	0
00001311.tmp	Test1	3
00001311.tmp	Test2	6
00001311.tmp	Test3	9
00001311.tmp	Test4	12
00001312.tmp	Test0	0
00001312.tmp	Test1	9
00001312.tmp	Test2	6
00001312.tmp	Test3	3
00001312.tmp	Test4	0
00001313.tmp	Test0	0
00001313.tmp	Test1	15
00001313.tmp	Test2	9
00001313.tmp	Test3	3
00001313.tmp	Test4	18
00001314.tmp	Test0	0
00001314.tmp	Test1	9
00001314.tmp	Test2	3
00001314.tmp	Test3	12
00001314.tmp	Test4	6
00001315.tmp	Test0	0
00001315.tmp	Test1	4
00001315.tmp	Test2	2
00001315.tmp	Test3	0
00001315.tmp	Test4	4
00001316.tmp	Test0	0
00001316.tmp	Test1	11
00001316.tmp	Test2	5
00001316.tmp	Test3	16
00001316.tmp	Test4	10
00001317.tmp	Test0	0
00001317.tmp	Test1	19
00001317.tmp	Test2	18
00001317.tmp	Test3	17
00001317.tmp	Test4	16
00001318.tmp	Test0	0
00001318.tmp	Test1	10
00001318.tmp	Test2	20
00001318.tmp	Test3	3
00001318.tmp	Test4	13
00001319.tmp	Test0	0
00001319.tmp	Test1	27
00001319.tmp	Test2	26
00001319.tmp	Test3	25
00001319.tmp	Test4	24
00001320.tmp	Test0	0
00001320.tmp	Test1	14
00001320.tmp	Test2	2
00001320.tmp	Test3	16
00001320.tmp	Test4	4
00001321.tmp	Test0	0
00001321.tmp	Test1	10
00001321.tmp	Test2	20
00001321.tmp	Test3	5
00001321.tmp	Test4	15
00001322.tmp	Test0	0
00001322.tmp	Test1	0
00001322.tmp	Test2	0
00001322.tmp	Test3	0
00001322.tmp	Test4	0
00001323.tmp	Test0	0
00001323.tmp	Test1	5
00001323.tmp	Test2	10
00001323.tmp	Test3	15
00001323.tmp	Test4	20
00001324.tmp	Test0	0
00001324.tmp	Test1	0
00001324.tmp	Test2	0
00001324.tmp	Test3	0
00001324.tmp	Test4	0
00001325.tmp	Test0	0
00001325.tmp	Test1	10
00001325.tmp	Test2	8
00001325.tmp	Test3	6
00001325.tmp	Test4	4
00001326.tmp	Test0	0
00001326.tmp	Test1	1
00001326.tmp	Test2	2
00001326.tmp	Test3	3
00001326.tmp	Test4	4
00001327.tmp	Test0	0
00001327.tmp	Test1	2
00001327.tmp	Test2	4
00001327.tmp	Test3	6
00001327.tmp	Test4	8
00001328.tmp	Test0	0
00001328.tmp	Test1	18
00001328.tmp	Test2	10
00001328.tmp	Test3	2
00001328.tmp	Test4	20
00001329.tmp	Test0	0
00001329.tmp	Test1	1
00001329.tmp	Test2	2
00001329.tmp	Test3	3
00001329.tmp	Test4	4
00001330.tmp	Test0	0
00001330.tmp	Test1	5
00001330.tmp	Test2	10
00001330.tmp	Test3	15
00001330.tmp	Test4	20
00001331.tmp	Test0	0
00001331.tmp	Test1	1
00001331.tmp	Test2	2
00001331.tmp	Test3	3
00001331.tmp	Test4	4
00001332.tmp	Test0	0
00001332.tmp	Test1	10
00001332.tmp	Test2	3
00001332.tmp	Test3	13
00001332.tmp	Test4	6
00001333.tmp	Test0	0
00001333.tmp	Test1	3
00001333.tmp	Test2	2
00001333.tmp	Test3	1
00001333.tmp	Test4	0
00001334.tmp	Test0	0
00001334.tmp	Test1	3
00001334.tmp	Test2	6
00001334.tmp	Test3	9
00001334.tmp	Test4	12
00001335.tmp	Test0	0
00001335.tmp	Test1	13
00001335.tmp	Test2	11
00001335.tmp	Test3	9
00001335.tmp	Test4	7
00001336.tmp	Test0	0
00001336.tmp	Test1	7
00001336.tmp	Test2	14
00001336.tmp	Test3	21
00001336.tmp	Test4	4
00001337.tmp	Test0	0
00001337.tmp	Test1	2
00001337.tmp	Test2	1
00001337.tmp	Test3	0
00001337.tmp	Test4	2
00001338.tmp	Test0	0
00001338.tmp	Test1	11
00001338.tmp	Test2	9
00001338.tmp	Test3	7
00001338.tmp	Test4	5
00001339.tmp	Test0	0
00001339.tmp	Test1	23
00001339.tmp	Test2	22
00001339.tmp	Test3	21
00001339.tmp	Test4	20
00001340.tmp	Test0	0
00001340.tmp	Test1	13
00001340.tmp	Test2	8
00001340.tmp	Test3	3
00001340.tmp	Test4	16
00001341.tmp	Test0	0
00001341.tmp	Test1	7
00001341.tmp	Test2	14
00001341.tmp	Test3	4
00001341.tmp	Test4	11
00001342.tmp	Test0	0
00001342.tmp	Test1	1
00001342.tmp	Test2	2
00001342.tmp	Test3	3
00001342.tmp	Test4	4
00001343.tmp	Test0	0
00001343.tmp	Test1	1
00001343.tmp	Test2	2
00001343.tmp	Test3	3
00001343.tmp	Test4	4
00001344.tmp	Test0	0
00001344.tmp	Test1	7
00001344.tmp	Test2	4
00001344.tmp	Test3	1
00001344.tmp	Test4	8
00001345.tmp	Test0	0
00001345.tmp	Test1	8
00001345.tmp	Test2	16
00001345.tmp	Test3	1
00001345.tmp	Test4	9
00001346.tmp	Test0	0
00001346.tmp	Test1	7
00001346.tmp	Test2	14
00001346.tmp	Test3	21
00001346.tmp	Test4	6
00001347.tmp	Test0	0
00001347.tmp	Test1	11
00001347.tmp	Test2	7
00001347.tmp	Test3	3
00001347.tmp	Test4	14
00001348.tmp	Test0	0
00001348.tmp	Test1	1
00001348.tmp	Test2	2
00001348.tmp	Test3	3
00001348.tmp	Test4	0
00001349.tmp	Test0	0
00001349.tmp	Test1	7
00001349.tmp	Test2	5
00001349.tmp	Test3	3
00001349.tmp	Test4	1
00001350.tmp	Test0	0
00001350.tmp	Test1	3
00001350.tmp	Test2	2
00001350.tmp	Test3	1
00001350.tmp	Test4	0
00001351.tmp	Test0	0
00001351.tmp	Test1	16
00001351.tmp	Test2	9
00001351.tmp	Test3	2
00001351.tmp	Test4	18
00001352.tmp	Test0	0
00001352.tmp	Test1	11
00001352.tmp	Test2	8
00001352.tmp	Test3	5
00001352.tmp	Test4	2
00001353.tmp	Test0	0
00001353.tmp	Test1	4
00001353.tmp	Test2	8
00001353.tmp	Test3	12
00001353.tmp	Test4	16
00001354.tmp	Test0	0
00001354.tmp	Test1	9
00001354.tmp	Test2	18
00001354.tmp	Test3	8
00001354.tmp	Test4	17
00001355.tmp	Test0	0
00001355.tmp	Test1	20
00001355.tmp	Test2	15
00001355.tmp	Test3	10
00001355.tmp	Test4	5
00001356.tmp	Test0	0
00001356.tmp	Test1	10
00001356.tmp	Test2	20
00001356.tmp	Test3	9
00001356.tmp	Test4	19
00001357.tmp	Test0	0
00001357.tmp	Test1	4
00001357.tmp	Test2	8
00001357.tmp	Test3	12
00001357.tmp	Test4	16
00001358.tmp	Test0	0
00001358.tmp	Test1	7
00001358.tmp	Test2	14
00001358.tmp	Test3	3
00001358.tmp	Test4	10
00001359.tmp	Test0	0
00001359.tmp	Test1	6
00001359.tmp	Test2	0
00001359.tmp	Test3	6
00001359.tmp	Test4	0
00001360.tmp	Test0	0
00001360.tmp	Test1	20
00001360.tmp	Test2	14
00001360.tmp	Test3	8
00001360.tmp	Test4	2
00001361.tmp	Test0	0
00001361.tmp	Test1	9
00001361.tmp	Test2	8
00001361.tmp	Test3	7
00001361.tmp	Test4	6
00001362.tmp	Test0	0
00001362.tmp	Test1	7
00001362.tmp	Test2	4
00001362.tmp	Test3	1
00001362.tmp	Test4	8
00001363.tmp	Test0	0
00001363.tmp	Test1	0
00001363.tmp	Test2	0
00001363.tmp	Test3	0
00001363.tmp	Test4	0
00001364.tmp	Test0	0
00001364.tmp	Test1	1
00001364.tmp	Test2	2
00001364.tmp	Test3	3
00001364.tmp	Test4	4
00001365.tmp	Test0	0
00001365.tmp	Test1	1
00001365.tmp	Test2	2
00001365.tmp	Test3	3
00001365.tmp	Test4	4
00001366.tmp	Test0	0
00001366.tmp	Test1	7
00001366.tmp	Test2	14
00001366.tmp	Test3	3
00001366.tmp	Test4	10
00001367.tmp	Test0	0
00001367.tmp	Test1	14
00001367.tmp	Test2	2
00001367.tmp	Test3	16
00001367.tmp	Test4	4
00001368.tmp	Test0	0
00001368.tmp	Test1	5
00001368.tmp	Test2	3
00001368.tmp	Test3	1
00001368.tmp	Test4	6
00001369.tmp	Test0	0
00001369.tmp	Test1	2
00001369.tmp	Test2	4
00001369.tmp	Test3	6
00001369.tmp	Test4	8
00001370.tmp	Test0	0
00001370.tmp	Test1	0
00001370.tmp	Test2	0
00001370.tmp	Test3	0
00001370.tmp	Test4	0
00001371.tmp	Test0	0
00001371.tmp	Test1	10
00001371.tmp	Test2	9
00001371.tmp	Test3	8
00001371.tmp	Test4	7
00001372.tmp	Test0	0
00001372.tmp	Test1	9
00001372.tmp	Test2	18
00001372.tmp	Test3	5
00001372.tmp	Test4	14
00001373.tmp	Test0	0
00001373.tmp	Test1	7
00001373.tmp	Test2	14
00001373.tmp	Test3	21
00001373.tmp	Test4	4
00001374.tmp	Test0	0
00001374.tmp	Test1	21
00001374.tmp	Test2	19
00001374.tmp	Test3	17
00001374.tmp	Test4	15
00001375.tmp	Test0	0
00001375.tmp	Test1	0
00001375.tmp	Test2	0
00001375.tmp	Test3	0
00001375.tmp	Test4	0
00001376.tmp	Test0	0
00001376.tmp	Test1	0
00001376.tmp	Test2	0
00001376.tmp	Test3	0
00001376.tmp	Test4	0
00001377.tmp	Test0	0
00001377.tmp	Test1	7
00001377.tmp	Test2	4
00001377.tmp	Test3	1
00001377.tmp	Test4	8
00001378.tmp	Test0	0
00001378.tmp	Test1	17
00001378.tmp	Test2	11
00001378.tmp	Test3	5
00001378.tmp	Test4	22
00001379.tmp	Test0	0
00001379.tmp	Test1	15
00001379.tmp	Test2	11
00001379.tmp	Test3	7
00001379.tmp	Test4	3
00001380.tmp	Test0	0
00001380.tmp	Test1	1
00001380.tmp	Test2	2
00001380.tmp	Test3	3
00001380.tmp	Test4	4
00001381.tmp	Test0	0
00001381.tmp	Test1	15
00001381.tmp	Test2	8
00001381.tmp	Test3	1
00001381.tmp	Test4	16
00001382.tmp	Test0	0
00001382.tmp	Test1	1
00001382.tmp	Test2	2
00001382.tmp	Test3	3
00001382.tmp	Test4	4
00001383.tmp	Test0	0
00001383.tmp	Test1	3
00001383.tmp	Test2	6
00001383.tmp	Test3	9
00001383.tmp	Test4	12
00001384.tmp	Test0	0
00001384.tmp	Test1	16
00001384.tmp	Test2	6
00001384.tmp	Test3	22
00001384.tmp	Test4	12
00001385.tmp	Test0	0
00001385.tmp	Test1	15
00001385.tmp	Test2	14
00001385.tmp	Test3	13
00001385.tmp	Test4	12
00001386.tmp	Test0	0
00001386.tmp	Test1	0
00001386.tmp	Test2	0
00001386.tmp	Test3	0
00001386.tmp	Test4	0
00001387.tmp	Test0	0
00001387.tmp	Test1	13
00001387.tmp	Test2	11
00001387.tmp	Test3	9
00001387.tmp	Test4	7
00001388.tmp	Test0	0
00001388.tmp	Test1	8
00001388.tmp	Test2	16
00001388.tmp	Test3	4
00001388.tmp	Test4	12
00001389.tmp	Test0	0
00001389.tmp	Test1	6
00001389.tmp	Test2	12
00001389.tmp	Test3	18
00001389.tmp	Test4	1
00001390.tmp	Test0	0
00001390.tmp	Test1	1
00001390.tmp	Test2	2
00001390.tmp	Test3	3
00001390.tmp	Test4	4
00001391.tmp	Test0	0
00001391.tmp	Test1	9
00001391.tmp	Test2	7
00001391.tmp	Test3	5
00001391.tmp	Test4	3
00001392.tmp	Test0	0
00001392.tmp	Test1	4
00001392.tmp	Test2	0
00001392.tmp	Test3	4
00001392.tmp	Test4	0
00001393.tmp	Test0	0
00001393.tmp	Test1	9
00001393.tmp	Test2	1
00001393.tmp	Test3	10
00001393.tmp	Test4	2
00001394.tmp	Test0	0
00001394.tmp	Test1	17
00001394.tmp	Test2	12
00001394.tmp	Test3	7
00001394.tmp	Test4	2
00001395.tmp	Test0	0
00001395.tmp	Test1	2
00001395.tmp	Test2	1
00001395.tmp	Test3	0
00001395.tmp	Test4	2
00001396.tmp	Test0	0
00001396.tmp	Test1	7
00001396.tmp	Test2	14
00001396.tmp	Test3	3
00001396.tmp	Test4	10
00001397.tmp	Test0	0
00001397.tmp	Test1	13
00001397.tmp	Test2	26
00001397.tmp	Test3	12
00001397.tmp	Test4	25
00001398.tmp	Test0	0
00001398.tmp	Test1	6
00001398.tmp	Test2	4
00001398.tmp	Test3	2
00001398.tmp	Test4	0
00001399.tmp	Test0	0
00001399.tmp	Test1	1
